Icon,Date/Time,Description,"Event Type"
true,"1998-03-09 22:56:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00527_.WMF","File Modified"
true,"1998-03-10 08:22:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01354_.WMF","File Modified"
true,"1998-03-15 11:05:28","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21340_.GIF","File Modified"
true,"1998-11-13 05:39:28","/WINDOWS/Fonts/GOTHICB.TTF","File Modified"
true,"1998-03-10 07:14:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00546_.WMF","File Modified"
true,"1998-03-10 08:21:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01356_.WMF","File Modified"
true,"1998-06-10 04:30:04","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21348_.GIF","File Modified"
true,"1998-11-13 05:39:28","/WINDOWS/Fonts/GOTHICBI.TTF","File Modified"
true,"1998-03-10 06:09:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00601_.WMF","File Modified"
true,"1998-03-10 08:21:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01357_.WMF","File Modified"
true,"1998-06-05 07:25:28","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21370_.GIF","File Modified"
true,"1998-11-13 05:39:28","/WINDOWS/Fonts/GOTHICI.TTF","File Modified"
true,"1998-03-10 08:21:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01358_.WMF","File Modified"
true,"1998-03-10 09:37:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00602_.WMF","File Modified"
true,"1998-06-05 07:27:04","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21390_.GIF","File Modified"
true,"2001-08-17 19:02:14","/WINDOWS/system32/drivers/vdmindvd.sys","File Created"
true,"1999-08-19 01:13:54","/WINDOWS/Fonts/GOUDOS.TTF","File Modified"
true,"1998-03-10 04:20:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00612_.WMF","File Modified"
true,"1998-03-10 08:21:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01361_.WMF","File Modified"
true,"1998-06-05 07:28:14","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21413_.GIF","File Modified"
true,"1999-08-19 01:13:58","/WINDOWS/Fonts/GOUDOSB.TTF","File Modified"
true,"1998-03-10 04:02:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00623_.WMF","File Modified"
true,"1998-03-10 08:21:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01368_.WMF","File Modified"
true,"1998-06-05 07:30:38","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21427_.GIF","File Modified"
true,"1999-08-19 01:13:58","/WINDOWS/Fonts/GOUDOSI.TTF","File Modified"
true,"1998-03-10 04:01:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00625_.WMF","File Modified"
true,"1998-03-10 08:19:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01421_.WMF","File Modified"
true,"1998-06-05 07:13:02","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21448_.GIF","File Modified"
true,"2002-05-04 06:05:04","/WINDOWS/Fonts/GOUDYSTO.TTF","File Modified"
true,"1998-03-10 00:20:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01468_.WMF","File Modified"
true,"1998-03-10 03:48:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00636_.WMF","File Modified"
true,"1998-06-05 07:25:40","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21495_.GIF","File Modified"
true,"1999-10-15 22:55:54","/WINDOWS/Fonts/HARLOWSI.TTF","File Modified"
true,"1998-03-09 21:43:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00669_.WMF","File Modified"
true,"1998-03-10 00:20:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01470_.WMF","File Modified"
true,"1998-06-05 07:27:14","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21512_.GIF","File Modified"
true,"1999-08-19 01:14:00","/WINDOWS/Fonts/HARNGTON.TTF","File Modified"
true,"1998-03-09 21:47:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00681_.WMF","File Modified"
true,"1998-03-10 00:20:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01472_.WMF","File Modified"
true,"1998-06-05 07:28:24","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21527_.GIF","File Modified"
true,"1998-11-15 04:12:20","/WINDOWS/Fonts/HATTEN.TTF","File Modified"
true,"1998-03-10 00:20:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01473_.WMF","File Modified"
true,"1998-03-10 04:43:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00685_.WMF","File Modified"
true,"1998-06-05 07:30:52","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21548_.GIF","File Modified"
true,"1998-07-15 02:42:16","/WINDOWS/Fonts/HTOWERT.TTF","File Modified"
true,"1998-03-09 21:43:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00687_.WMF","File Modified"
true,"1998-03-09 23:34:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01474_.WMF","File Modified"
true,"1998-06-10 04:27:40","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/J0115856.GIF","File Modified"
true,"2000-09-12 07:36:38","/Program Files/Common Files/Microsoft Shared/OFFICE12/VIEWSSPT.XML","File Modified"
true,"1998-07-15 02:42:16","/WINDOWS/Fonts/HTOWERTI.TTF","File Modified"
true,"1998-03-10 04:42:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00688_.WMF","File Modified"
true,"1998-03-11 01:49:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01627_.WMF","File Modified"
true,"1998-06-10 04:28:04","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/J0115875.GIF","File Modified"
true,"2000-08-08 04:31:38","/Program Files/Common Files/Microsoft Shared/OFFICE12/VIEWSSRC.XML","File Modified"
true,"1998-03-09 21:43:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00693_.WMF","File Modified"
true,"1998-03-11 04:51:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01680_.WMF","File Modified"
true,"1998-06-10 04:28:04","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/J0115876.GIF","File Modified"
true,"1999-08-19 01:14:00","/WINDOWS/Fonts/IMPRISHA.TTF","File Modified"
true,"1998-03-10 07:36:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH01013_.WMF","File Modified"
true,"1998-03-11 04:51:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01682_.WMF","File Modified"
true,"1999-10-15 22:55:56","/WINDOWS/Fonts/INFROMAN.TTF","File Modified"
true,"1998-03-15 11:54:04","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21336_.GIF","File Modified"
true,"1999-10-15 22:55:56","/WINDOWS/Fonts/ITCBLKAD.TTF","File Modified"
true,"1998-03-09 23:42:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH01058_.WMF","File Modified"
true,"1998-03-12 23:45:08","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/BD21338_.GIF","File Modified"
true,"1998-03-09 23:42:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH01065_.WMF","File Modified"
true,"1998-06-10 04:27:40","/Program Files/Microsoft Office/MEDIA/OFFICE12/LINES/J0115855.GIF","File Modified"
true,"1998-03-09 23:41:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH01080_.WMF","File Modified"
true,"2002-06-13 23:38:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0227419.JPG","File Modified"
true,"1998-03-10 02:40:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/HM00172_.WMF","File Modified"
true,"2001-01-11 15:05:00","/Program Files/Microsoft Office/MEDIA/OFFICE12/OFFICE10.MMW","File Modified"
true,"2002-05-25 01:22:16","/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0003560.DLL","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/HTECH_01.MID","File Modified"
true,"1999-04-14 22:09:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0228823.WMF","File Modified"
true,"2001-07-22 07:39:44","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/p6disp.gpd","File Modified"
true,"1998-03-10 06:24:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00046_.WMF","File Modified"
true,"2001-07-22 07:39:44","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/p6font.gpd","File Modified"
true,"1998-03-09 21:43:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00233_.WMF","File Modified"
true,"1998-03-09 23:39:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00343_.WMF","File Modified"
true,"1998-03-09 23:39:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00346_.WMF","File Modified"
true,"1998-12-06 01:22:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0232393.WMF","File Modified"
true,"1998-12-06 01:20:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0232395.WMF","File Modified"
true,"1998-11-02 22:26:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0232795.WMF","File Modified"
true,"1998-11-02 22:26:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0232797.WMF","File Modified"
true,"1998-11-02 22:26:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0232803.WMF","File Modified"
true,"1999-04-08 01:00:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0233992.WMF","File Modified"
true,"2000-11-03 22:36:10","/Program Files/Common Files/Microsoft Shared/PROOF/MSGR3ES.LEX","File Modified"
true,"2001-08-17 18:59:44","/WINDOWS/system32/drivers/audstub.sys","File Modified"
true,"1999-04-01 08:39:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0234000.WMF","File Modified"
true,"2001-07-22 07:41:42","/WINDOWS/ServicePackFiles/i386/ttfsub.gpd","File Modified"
true,"1998-07-26 04:14:12","/Program Files/Common Files/Microsoft Shared/PROOF/MSHY2_EN.LEX","File Modified"
true,"1999-04-27 07:09:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0237228.WMF","File Modified"
true,"1999-08-19 01:14:34","/WINDOWS/Fonts/STENCIL.TTF","File Modified"
true,"2000-11-28 05:47:16","/Program Files/Microsoft Office/Office12/1033/CSDEBUG.CHM","File Modified"
true,"2000-11-28 05:51:04","/Program Files/Microsoft Office/Office12/1033/CSENVIR.CHM","File Modified"
true,"2002-06-08 06:02:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0178639.JPG","File Modified"
true,"1999-06-29 20:54:20","/WINDOWS/Fonts/TCBI____.TTF","File Modified"
true,"2000-09-26 04:08:36","/Program Files/Microsoft Office/Office12/1033/DataServices/+Connect to New Data Source.odc","File Modified"
true,"1999-06-29 20:54:20","/WINDOWS/Fonts/TCB_____.TTF","File Modified"
true,"2000-09-26 04:08:32","/Program Files/Microsoft Office/Office12/1033/DataServices/+NewSQLServerConnection.odc","File Modified"
true,"2001-08-17 18:52:30","/WINDOWS/system32/drivers/cdaudio.sys","File Created"
true,"1999-06-26 04:11:18","/WINDOWS/Fonts/TCCB____.TTF","File Modified"
true,"1998-08-18 00:42:42","/Program Files/Common Files/Microsoft Shared/PROOF/MSTH3AM.LEX","File Modified"
true,"2000-07-28 03:30:08","/Program Files/Microsoft Office/Office12/1033/DataServices/DESKTOP.INI","File Modified"
true,"1998-08-18 01:35:46","/Program Files/Common Files/Microsoft Shared/PROOF/MSTH3BR.LEX","File Modified"
true,"2000-07-28 22:08:32","/Program Files/Microsoft Office/Office12/1033/DataServices/FOLDER.ICO","File Modified"
true,"1999-06-26 04:11:18","/WINDOWS/Fonts/TCCM____.TTF","File Modified"
true,"1999-06-29 20:54:20","/WINDOWS/Fonts/TCMI____.TTF","File Modified"
true,"1999-06-29 20:54:20","/WINDOWS/Fonts/TCM_____.TTF","File Modified"
true,"1998-10-14 21:02:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0182946.WMF","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/TEMPSITC.TTF","File Modified"
true,"1998-05-22 01:59:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0198021.WMF","File Modified"
true,"1998-06-08 22:07:54","/Program Files/Common Files/Microsoft Shared/PROOF/MSTHES3.DLL","File Modified"
true,"1996-01-04 23:56:24","/Program Files/Common Files/Microsoft Shared/PROOF/MSWDS_EN.LEX","File Modified"
true,"1998-10-13 10:31:48","/Program Files/Common Files/Microsoft Shared/PROOF/MSWDS_ES.LEX","File Modified"
true,"1998-10-13 10:31:10","/Program Files/Common Files/Microsoft Shared/PROOF/MSWDS_FR.LEX","File Modified"
true,"1999-04-01 09:09:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0234001.WMF","File Modified"
true,"1999-06-11 03:24:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0252629.WMF","File Modified"
true,"1998-03-11 09:51:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00170_.GIF","File Modified"
true,"1998-03-10 02:09:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01545_.WMF","File Modified"
true,"1998-03-09 22:42:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00391_.WMF","File Modified"
true,"1998-03-09 21:31:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01126_.WMF","File Modified"
true,"1998-03-10 04:19:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00267_.WMF","File Modified"
true,"1998-03-09 21:48:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/BS00135_.WMF","File Modified"
true,"1998-03-11 07:18:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01852_.WMF","File Modified"
true,"2001-07-22 07:39:44","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/pjl.gpd","File Modified"
true,"1998-03-11 01:50:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/BS01603_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/OUTDR_01.MID","File Modified"
true,"1998-03-09 21:44:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00419_.WMF","File Modified"
true,"1998-03-10 07:14:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/EN00202_.WMF","File Modified"
true,"1998-03-14 06:50:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH01247U.BMP","File Modified"
true,"1998-03-09 21:43:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00419_.WMF","File Modified"
true,"1998-03-11 09:07:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD01658_.WMF","File Modified"
true,"1998-03-14 06:40:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH02749U.BMP","File Modified"
true,"1998-03-10 05:15:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/HH00235_.WMF","File Modified"
true,"1998-03-11 01:53:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH03014_.GIF","File Modified"
true,"1998-03-11 05:40:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL01395_.WMF","File Modified"
true,"1998-03-09 23:38:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00351_.WMF","File Modified"
true,"1999-11-20 02:39:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00352_.WMF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099145.JPG","File Modified"
true,"2000-02-03 06:28:12","/WINDOWS/Fonts/CURLZ___.TTF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099169.WMF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099205.WMF","File Modified"
true,"1998-03-09 21:46:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/SY00882_.WMF","File Modified"
true,"1998-03-14 09:17:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01295_.GIF","File Modified"
true,"2000-01-08 07:09:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0287641.JPG","File Modified"
true,"2000-01-08 05:45:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0287642.JPG","File Modified"
true,"2000-01-08 05:45:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0287643.JPG","File Modified"
true,"2000-01-08 05:45:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0287644.JPG","File Modified"
true,"1998-03-11 06:49:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO02269_.WMF","File Modified"
true,"2000-01-08 05:45:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0287645.JPG","File Modified"
true,"1998-03-10 03:34:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/TR00116_.WMF","File Modified"
true,"1998-03-11 07:17:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01866_.WMF","File Modified"
true,"1998-03-11 07:49:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02041_.WMF","File Modified"
true,"1998-03-11 07:30:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02066_.WMF","File Modified"
true,"1998-03-11 06:07:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02091_.WMF","File Modified"
true,"1998-03-11 06:07:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02092_.WMF","File Modified"
true,"1998-03-11 06:07:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02093_.WMF","File Modified"
true,"1998-03-11 05:38:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02124_.WMF","File Modified"
true,"1998-03-11 01:57:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02125_.WMF","File Modified"
true,"1998-03-11 05:41:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02126_.WMF","File Modified"
true,"1998-03-11 05:37:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA02127_.WMF","File Modified"
true,"2002-05-16 03:36:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0297229.WMF","File Modified"
true,"2002-04-23 23:18:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0297269.WMF","File Modified"
true,"1999-12-14 04:50:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0301044.WMF","File Modified"
true,"1999-12-20 20:59:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0301052.WMF","File Modified"
true,"1998-03-09 21:44:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00269_.WMF","File Modified"
true,"2001-07-22 06:38:28","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/pscript.hlp","File Modified"
true,"1998-03-10 04:00:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00270_.WMF","File Modified"
true,"1998-03-10 03:58:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00273_.WMF","File Modified"
true,"2001-07-22 01:26:14","/WINDOWS/system32/spool/drivers/color/kodak_dc.icm","File Created"
true,"1998-03-10 03:56:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00274_.WMF","File Modified"
true,"2001-07-21 19:40:50","/WINDOWS/system32/spool/drivers/color/sRGB Color Space Profile.icm","File Created"
true,"1998-03-10 09:11:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00296_.WMF","File Modified"
true,"1998-03-10 01:34:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00390_.WMF","File Modified"
true,"1998-03-10 01:34:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00392_.WMF","File Modified"
true,"1998-03-10 00:22:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00524_.WMF","File Modified"
true,"1998-03-10 00:22:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00525_.WMF","File Modified"
true,"2001-08-17 19:03:44","/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001632.dll","File Created"
true,"1998-03-10 00:22:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00526_.WMF","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/VINERITC.TTF","File Modified"
true,"2001-08-17 19:03:42","/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001633.dll","File Created"
true,"1998-03-11 01:49:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00648_.WMF","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/VIVALDII.TTF","File Modified"
true,"2001-07-22 06:38:28","/WINDOWS/system32/spool/drivers/w32x86/3/PSCRIPT.HLP","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/NBOOK_01.MID","File Modified"
true,"1998-03-11 01:55:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00921_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/OCEAN_01.MID","File Modified"
true,"1998-03-11 06:38:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00923_.WMF","File Modified"
true,"1998-03-11 06:49:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO02270_.WMF","File Modified"
true,"1998-03-11 05:36:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00985_.WMF","File Modified"
true,"1998-03-11 08:07:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO02276_.WMF","File Modified"
true,"1997-12-08 13:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/BOAT.WMF","File Modified"
true,"1998-03-11 01:43:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO02413_.WMF","File Modified"
true,"1998-03-11 07:43:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO02431_.WMF","File Modified"
